transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,total_amoumt,transaction_hour_bucket,transaction_time_formatted,Day_of_week,Month_of_year,day_number,day_category,time_category,order_bucket
261,2023-01-01,2026-03-21T13:44:26.000Z,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,13,13:44:26,Sun,Jan,1,Weekend,Afternoon,Single
262,2023-01-01,2026-03-21T13:47:51.000Z,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,13,13:47:51,Sun,Jan,1,Weekend,Afternoon,Single
263,2023-01-01,2026-03-21T13:49:03.000Z,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4,13,13:49:03,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
264,2023-01-01,2026-03-21T13:50:09.000Z,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,13,13:50:09,Sun,Jan,1,Weekend,Afternoon,Single
265,2023-01-01,2026-03-21T13:50:47.000Z,2,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,5,13,13:50:47,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
266,2023-01-01,2026-03-21T13:51:56.000Z,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6,13,13:51:56,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
267,2023-01-01,2026-03-21T13:53:04.000Z,2,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,7.5,13,13:53:04,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
268,2023-01-01,2026-03-21T13:53:31.000Z,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5,13,13:53:31,Sun,Jan,1,Weekend,Afternoon,Single
269,2023-01-01,2026-03-21T13:54:18.000Z,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4,13,13:54:18,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
270,2023-01-01,2026-03-21T13:55:04.000Z,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,13,13:55:04,Sun,Jan,1,Weekend,Afternoon,Single
271,2023-01-01,2026-03-21T13:55:50.000Z,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,6,13,13:55:50,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
272,2023-01-01,2026-03-21T13:56:15.000Z,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5,13,13:56:15,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
273,2023-01-01,2026-03-21T13:56:24.000Z,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3,13,13:56:24,Sun,Jan,1,Weekend,Afternoon,Single
274,2023-01-01,2026-03-21T13:57:34.000Z,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7,13,13:57:34,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
275,2023-01-01,2026-03-21T13:57:34.000Z,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,13,13:57:34,Sun,Jan,1,Weekend,Afternoon,Single
276,2023-01-01,2026-03-21T13:58:10.000Z,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5,13,13:58:10,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
277,2023-01-01,2026-03-21T13:58:11.000Z,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,13,13:58:11,Sun,Jan,1,Weekend,Afternoon,Single
278,2023-01-01,2026-03-21T13:59:58.000Z,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,13,13:59:58,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
279,2023-01-01,2026-03-21T14:03:34.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,14,14:03:34,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
280,2023-01-01,2026-03-21T14:03:34.000Z,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,14,14:03:34,Sun,Jan,1,Weekend,Afternoon,Single
281,2023-01-01,2026-03-21T14:03:41.000Z,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3,14,14:03:41,Sun,Jan,1,Weekend,Afternoon,Single
282,2023-01-01,2026-03-21T14:07:12.000Z,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,14,14:07:12,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
283,2023-01-01,2026-03-21T14:07:56.000Z,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5,14,14:07:56,Sun,Jan,1,Weekend,Afternoon,Single
284,2023-01-01,2026-03-21T14:08:03.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,14,14:08:03,Sun,Jan,1,Weekend,Afternoon,Single
285,2023-01-01,2026-03-21T14:08:03.000Z,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,14,14:08:03,Sun,Jan,1,Weekend,Afternoon,Single
286,2023-01-01,2026-03-21T14:11:14.000Z,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5,14,14:11:14,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
287,2023-01-01,2026-03-21T14:13:28.000Z,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2,14,14:13:28,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
288,2023-01-01,2026-03-21T14:19:57.000Z,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,14,14:19:57,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
289,2023-01-01,2026-03-21T14:20:06.000Z,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,14,14:20:06,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
290,2023-01-01,2026-03-21T14:20:08.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,14,14:20:08,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
291,2023-01-01,2026-03-21T14:22:01.000Z,2,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,14,14:22:01,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
292,2023-01-01,2026-03-21T14:22:38.000Z,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,14,14:22:38,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
293,2023-01-01,2026-03-21T14:23:28.000Z,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,14,14:23:28,Sun,Jan,1,Weekend,Afternoon,Single
294,2023-01-01,2026-03-21T14:23:28.000Z,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75,14,14:23:28,Sun,Jan,1,Weekend,Afternoon,Single
295,2023-01-01,2026-03-21T14:24:55.000Z,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,14,14:24:55,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
296,2023-01-01,2026-03-21T14:24:55.000Z,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75,14,14:24:55,Sun,Jan,1,Weekend,Afternoon,Single
297,2023-01-01,2026-03-21T14:25:32.000Z,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7,14,14:25:32,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
298,2023-01-01,2026-03-21T14:25:39.000Z,2,5,Lower Manhattan,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6,14,14:25:39,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
299,2023-01-01,2026-03-21T14:26:36.000Z,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,14,14:26:36,Sun,Jan,1,Weekend,Afternoon,Single
300,2023-01-01,2026-03-21T14:29:05.000Z,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,6,14,14:29:05,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
301,2023-01-01,2026-03-21T14:29:50.000Z,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,6,14,14:29:50,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
302,2023-01-01,2026-03-21T14:29:50.000Z,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5,14,14:29:50,Sun,Jan,1,Weekend,Afternoon,Single
303,2023-01-01,2026-03-21T14:30:51.000Z,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,14,14:30:51,Sun,Jan,1,Weekend,Afternoon,Single
304,2023-01-01,2026-03-21T14:30:58.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,14,14:30:58,Sun,Jan,1,Weekend,Afternoon,Single
305,2023-01-01,2026-03-21T14:31:26.000Z,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5,14,14:31:26,Sun,Jan,1,Weekend,Afternoon,Single
306,2023-01-01,2026-03-21T14:32:20.000Z,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,14,14:32:20,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
307,2023-01-01,2026-03-21T14:32:42.000Z,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,14,14:32:42,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
308,2023-01-01,2026-03-21T14:32:54.000Z,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,14,14:32:54,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
309,2023-01-01,2026-03-21T14:35:47.000Z,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4,14,14:35:47,Sun,Jan,1,Weekend,Afternoon,Single
310,2023-01-01,2026-03-21T14:36:23.000Z,2,3,Astoria,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,14,14:36:23,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
311,2023-01-01,2026-03-21T14:36:35.000Z,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,14,14:36:35,Sun,Jan,1,Weekend,Afternoon,Single
312,2023-01-01,2026-03-21T14:37:48.000Z,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,14,14:37:48,Sun,Jan,1,Weekend,Afternoon,Single
313,2023-01-01,2026-03-21T14:39:06.000Z,1,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,3,14,14:39:06,Sun,Jan,1,Weekend,Afternoon,Single
314,2023-01-01,2026-03-21T14:39:48.000Z,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,14,14:39:48,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
315,2023-01-01,2026-03-21T14:42:39.000Z,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5,14,14:42:39,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
316,2023-01-01,2026-03-21T14:43:13.000Z,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,14,14:43:13,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
317,2023-01-01,2026-03-21T14:45:31.000Z,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3,14,14:45:31,Sun,Jan,1,Weekend,Afternoon,Single
318,2023-01-01,2026-03-21T14:46:09.000Z,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,14,14:46:09,Sun,Jan,1,Weekend,Afternoon,Single
319,2023-01-01,2026-03-21T14:47:29.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,14,14:47:29,Sun,Jan,1,Weekend,Afternoon,Single
320,2023-01-01,2026-03-21T14:47:29.000Z,1,8,Hell's Kitchen,75,3.5,Bakery,Pastry,Croissant,3.5,14,14:47:29,Sun,Jan,1,Weekend,Afternoon,Single
321,2023-01-01,2026-03-21T14:49:49.000Z,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,6,14,14:49:49,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
322,2023-01-01,2026-03-21T14:51:19.000Z,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6,14,14:51:19,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
323,2023-01-01,2026-03-21T14:55:34.000Z,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,14,14:55:34,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
324,2023-01-01,2026-03-21T14:58:07.000Z,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,14,14:58:07,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
325,2023-01-01,2026-03-21T14:58:35.000Z,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,14,14:58:35,Sun,Jan,1,Weekend,Afternoon,Single
326,2023-01-01,2026-03-21T15:02:04.000Z,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,15,15:02:04,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
327,2023-01-01,2026-03-21T15:02:28.000Z,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,15,15:02:28,Sun,Jan,1,Weekend,Afternoon,Single
328,2023-01-01,2026-03-21T15:06:27.000Z,2,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4,15,15:06:27,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
329,2023-01-01,2026-03-21T15:08:28.000Z,2,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,6,15,15:08:28,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
330,2023-01-01,2026-03-21T15:09:37.000Z,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,15,15:09:37,Sun,Jan,1,Weekend,Afternoon,Single
331,2023-01-01,2026-03-21T15:09:54.000Z,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,15,15:09:54,Sun,Jan,1,Weekend,Afternoon,Single
332,2023-01-01,2026-03-21T15:10:10.000Z,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75,15,15:10:10,Sun,Jan,1,Weekend,Afternoon,Single
333,2023-01-01,2026-03-21T15:10:10.000Z,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5,15,15:10:10,Sun,Jan,1,Weekend,Afternoon,Single
334,2023-01-01,2026-03-21T15:12:22.000Z,1,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,15,15:12:22,Sun,Jan,1,Weekend,Afternoon,Single
335,2023-01-01,2026-03-21T15:12:54.000Z,2,3,Astoria,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5,15,15:12:54,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
336,2023-01-01,2026-03-21T15:14:19.000Z,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6,15,15:14:19,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
337,2023-01-01,2026-03-21T15:16:37.000Z,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5,15,15:16:37,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
338,2023-01-01,2026-03-21T15:18:56.000Z,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75,15,15:18:56,Sun,Jan,1,Weekend,Afternoon,Single
339,2023-01-01,2026-03-21T15:19:34.000Z,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5,15,15:19:34,Sun,Jan,1,Weekend,Afternoon,Single
340,2023-01-01,2026-03-21T15:21:05.000Z,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6,15,15:21:05,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
341,2023-01-01,2026-03-21T15:22:11.000Z,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,15,15:22:11,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
342,2023-01-01,2026-03-21T15:24:01.000Z,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3,15,15:24:01,Sun,Jan,1,Weekend,Afternoon,Single
343,2023-01-01,2026-03-21T15:25:09.000Z,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5,15,15:25:09,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
344,2023-01-01,2026-03-21T15:27:11.000Z,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7,15,15:27:11,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
345,2023-01-01,2026-03-21T15:28:29.000Z,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5,15,15:28:29,Sun,Jan,1,Weekend,Afternoon,Single
346,2023-01-01,2026-03-21T15:28:54.000Z,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,15,15:28:54,Sun,Jan,1,Weekend,Afternoon,Single
347,2023-01-01,2026-03-21T15:29:24.000Z,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1,15,15:29:24,Sun,Jan,1,Weekend,Afternoon,Single
348,2023-01-01,2026-03-21T15:29:24.000Z,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25,15,15:29:24,Sun,Jan,1,Weekend,Afternoon,Single
349,2023-01-01,2026-03-21T15:30:16.000Z,1,3,Astoria,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3,15,15:30:16,Sun,Jan,1,Weekend,Afternoon,Single
350,2023-01-01,2026-03-21T15:30:27.000Z,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,15,15:30:27,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
351,2023-01-01,2026-03-21T15:30:58.000Z,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45,15,15:30:58,Sun,Jan,1,Weekend,Afternoon,Single
352,2023-01-01,2026-03-21T15:30:58.000Z,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,15,15:30:58,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
353,2023-01-01,2026-03-21T15:33:36.000Z,2,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4,15,15:33:36,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
354,2023-01-01,2026-03-21T15:33:36.000Z,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5,15,15:33:36,Sun,Jan,1,Weekend,Afternoon,Single
355,2023-01-01,2026-03-21T15:34:10.000Z,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5,15,15:34:10,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
356,2023-01-01,2026-03-21T15:34:10.000Z,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5,15,15:34:10,Sun,Jan,1,Weekend,Afternoon,Single
357,2023-01-01,2026-03-21T15:36:59.000Z,2,5,Lower Manhattan,37,3,Coffee,Barista Espresso,Espresso shot,6,15,15:36:59,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
358,2023-01-01,2026-03-21T15:39:44.000Z,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,15,15:39:44,Sun,Jan,1,Weekend,Afternoon,Single
359,2023-01-01,2026-03-21T15:42:20.000Z,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75,15,15:42:20,Sun,Jan,1,Weekend,Afternoon,Single
360,2023-01-01,2026-03-21T15:45:16.000Z,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5,15,15:45:16,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
361,2023-01-01,2026-03-21T15:46:34.000Z,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,15,15:46:34,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
362,2023-01-01,2026-03-21T15:51:15.000Z,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2,15,15:51:15,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
363,2023-01-01,2026-03-21T15:52:23.000Z,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5,15,15:52:23,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
364,2023-01-01,2026-03-21T15:52:23.000Z,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25,15,15:52:23,Sun,Jan,1,Weekend,Afternoon,Single
365,2023-01-01,2026-03-21T15:53:55.000Z,2,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7,15,15:53:55,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
366,2023-01-01,2026-03-21T15:55:45.000Z,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,3,15,15:55:45,Sun,Jan,1,Weekend,Afternoon,Single
367,2023-01-01,2026-03-21T15:55:50.000Z,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4,15,15:55:50,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
368,2023-01-01,2026-03-21T15:58:55.000Z,1,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5,15,15:58:55,Sun,Jan,1,Weekend,Afternoon,Single
369,2023-01-01,2026-03-21T16:00:23.000Z,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75,16,16:00:23,Sun,Jan,1,Weekend,Afternoon,Single
370,2023-01-01,2026-03-21T16:02:07.000Z,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25,16,16:02:07,Sun,Jan,1,Weekend,Afternoon,Single
371,2023-01-01,2026-03-21T16:03:30.000Z,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,16,16:03:30,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
372,2023-01-01,2026-03-21T16:03:54.000Z,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,2.5,16,16:03:54,Sun,Jan,1,Weekend,Afternoon,Single
373,2023-01-01,2026-03-21T16:04:10.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,16,16:04:10,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
374,2023-01-01,2026-03-21T16:06:04.000Z,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,16,16:06:04,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
375,2023-01-01,2026-03-21T16:07:20.000Z,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5,16,16:07:20,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
376,2023-01-01,2026-03-21T16:08:59.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,16,16:08:59,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
377,2023-01-01,2026-03-21T16:10:37.000Z,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5,16,16:10:37,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
378,2023-01-01,2026-03-21T16:12:00.000Z,1,8,Hell's Kitchen,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,3,16,16:12:00,Sun,Jan,1,Weekend,Afternoon,Single
379,2023-01-01,2026-03-21T16:17:06.000Z,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9,16,16:17:06,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
380,2023-01-01,2026-03-21T16:17:52.000Z,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,16,16:17:52,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
381,2023-01-01,2026-03-21T16:19:00.000Z,2,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5,16,16:19:00,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
382,2023-01-01,2026-03-21T16:19:17.000Z,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,16,16:19:17,Sun,Jan,1,Weekend,Afternoon,Single
383,2023-01-01,2026-03-21T16:19:26.000Z,2,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5,16,16:19:26,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
384,2023-01-01,2026-03-21T16:20:07.000Z,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5,16,16:20:07,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
385,2023-01-01,2026-03-21T16:22:07.000Z,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,16,16:22:07,Sun,Jan,1,Weekend,Afternoon,Single
386,2023-01-01,2026-03-21T16:22:38.000Z,1,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2,16,16:22:38,Sun,Jan,1,Weekend,Afternoon,Single
387,2023-01-01,2026-03-21T16:25:28.000Z,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5,16,16:25:28,Sun,Jan,1,Weekend,Afternoon,Single
388,2023-01-01,2026-03-21T16:27:42.000Z,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55,16,16:27:42,Sun,Jan,1,Weekend,Afternoon,Single
389,2023-01-01,2026-03-21T16:28:00.000Z,2,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,6,16,16:28:00,Sun,Jan,1,Weekend,Afternoon,Couple/Small Group
